id_turma,descricao_horario,id_componente_curricular,id_docente_interno,id_docente_externo,nivel_ensino,ano,periodo,noite34,noite12,tarde56,tarde34,tarde12,manha56,manha34,manha12,sabado,aulas,alunos,media_faltas,media_alunos,APROVADO,APROVADO POR NOTA,REPROVADO POR MÃDIA E POR FALTAS,REPROVADO,CANCELADO,TRANCADO,REPROVADO POR NOTA,REPROVADO POR FALTAS,REPROVADO POR NOTA E FALTA,CUMPRIU,DESISTENCIA,TRANSFERIDO
1233896,6T3456,25264,60551.0,,GRADUAÇÃO,2014,2,False,False,True,True,False,False,False,False,False,68,25,0.220588235294075,4.904166666666666,0.16666666666666666,0.5833333333333334,0.0,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233459,2M2,54078,23816.0,,GRADUAÇÃO,2014,2,False,False,False,False,False,False,False,True,False,17,17,0.0,5.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57597258,35M123456 4M12345  4T1234 (09/05/2017 - 11/05/2017),57881,5758708.0,,GRADUAÇÃO,2017,1,False,False,False,True,True,True,True,True,False,21,4,0.0,9.059999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229812,35T56,25089,5755917.0,,GRADUAÇÃO,2014,2,False,False,True,False,False,False,False,False,False,76,44,0.21710526315779158,6.591666666666668,0.5,0.3611111111111111,0.0,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0
57588710,5T1234 (25/07/2016 - 17/12/2016),46256,5757397.0,,GRADUAÇÃO,2016,2,False,False,False,True,True,False,False,False,False,76,37,0.1359649122807167,8.194444444444441,0.9166666666666666,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57579018,3M1234 5M123 (02/02/2016 - 15/03/2016),55100,5757399.0,,GRADUAÇÃO,2016,1,False,False,False,False,False,False,True,True,False,42,11,0.0,8.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57578353,24M23 (15/02/2016 - 16/03/2016),52468,5757594.0,,GRADUAÇÃO,2016,1,False,False,False,False,False,False,True,True,False,18,1,0.0,6.45,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57565061,35N12 (27/07/2015 - 19/12/2015),52791,5755108.0,,GRADUAÇÃO,2015,2,False,True,False,False,False,False,False,False,False,66,10,0.11818181818174,7.4799999999999995,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222592,35M12,21933,2302591.0,,GRADUAÇÃO,2014,1,False,False,False,False,False,False,False,True,False,74,53,0.0,8.73076923076923,0.9807692307692307,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57595610,23456M123456  23456T1234 (20/03/2017 - 14/05/2017),54732,5752391.0,,GRADUAÇÃO,2017,1,False,False,False,True,True,True,True,True,False,360,2,0.0,9.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57588032,24N12,60708,22773.0,,GRADUAÇÃO,2016,2,False,True,False,False,False,False,False,False,False,70,11,0.10000000000004002,8.309999999999999,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57599010,"35M2345 6M45 (13/02/2017 - 04/04/2017), 6M45 (06/04/2017 - 30/06/2017)",63544,26043.0,,GRADUAÇÃO,2017,1,False,False,False,False,False,True,True,True,False,88,18,0.16856060606051662,6.63888888888889,0.3333333333333333,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57567732,2N1234,46351,91397.0,,GRADUAÇÃO,2015,2,True,True,False,False,False,False,False,False,False,68,39,0.10526315789473684,7.594736842105264,0.8947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
